n,"Date Time, GMT-04:00",Temp ,Treat,Rep
371,04/19/18 12:40:00 AM,31.778,Heat,D
372,04/19/18 12:50:00 AM,31.676,Heat,D
373,04/19/18 01:00:00 AM,31.676,Heat,D
374,04/19/18 01:10:00 AM,31.778,Heat,D
375,04/19/18 01:20:00 AM,31.778,Heat,D
376,04/19/18 01:30:00 AM,31.676,Heat,D
377,04/19/18 01:40:00 AM,31.778,Heat,D
378,04/19/18 01:50:00 AM,31.778,Heat,D
379,04/19/18 02:00:00 AM,31.676,Heat,D
380,04/19/18 02:10:00 AM,31.676,Heat,D
381,04/19/18 02:20:00 AM,31.778,Heat,D
382,04/19/18 02:30:00 AM,31.778,Heat,D
383,04/19/18 02:40:00 AM,31.676,Heat,D
384,04/19/18 02:50:00 AM,31.778,Heat,D
385,04/19/18 03:00:00 AM,31.778,Heat,D
386,04/19/18 03:10:00 AM,31.676,Heat,D
387,04/19/18 03:20:00 AM,31.676,Heat,D
388,04/19/18 03:30:00 AM,31.778,Heat,D
389,04/19/18 03:40:00 AM,31.778,Heat,D
390,04/19/18 03:50:00 AM,31.676,Heat,D
391,04/19/18 04:00:00 AM,31.778,Heat,D
392,04/19/18 04:10:00 AM,31.778,Heat,D
393,04/19/18 04:20:00 AM,31.778,Heat,D
394,04/19/18 04:30:00 AM,31.778,Heat,D
395,04/19/18 04:40:00 AM,31.778,Heat,D
396,04/19/18 04:50:00 AM,31.778,Heat,D
397,04/19/18 05:00:00 AM,31.676,Heat,D
398,04/19/18 05:10:00 AM,31.778,Heat,D
399,04/19/18 05:20:00 AM,31.778,Heat,D
400,04/19/18 05:30:00 AM,31.778,Heat,D
401,04/19/18 05:40:00 AM,31.676,Heat,D
402,04/19/18 05:50:00 AM,31.778,Heat,D
403,04/19/18 06:00:00 AM,31.778,Heat,D
404,04/19/18 06:10:00 AM,31.778,Heat,D
405,04/19/18 06:20:00 AM,31.778,Heat,D
406,04/19/18 06:30:00 AM,31.778,Heat,D
407,04/19/18 06:40:00 AM,31.778,Heat,D
408,04/19/18 06:50:00 AM,31.676,Heat,D
409,04/19/18 07:00:00 AM,31.778,Heat,D
410,04/19/18 07:10:00 AM,31.778,Heat,D
411,04/19/18 07:20:00 AM,31.778,Heat,D
412,04/19/18 07:30:00 AM,31.778,Heat,D
413,04/19/18 07:40:00 AM,31.778,Heat,D
414,04/19/18 07:50:00 AM,31.778,Heat,D
415,04/19/18 08:00:00 AM,31.676,Heat,D
416,04/19/18 08:10:00 AM,31.778,Heat,D
417,04/19/18 08:20:00 AM,31.778,Heat,D
418,04/19/18 08:30:00 AM,31.676,Heat,D
419,04/19/18 08:40:00 AM,31.676,Heat,D
420,04/19/18 08:50:00 AM,31.676,Heat,D
421,04/19/18 09:00:00 AM,31.676,Heat,D
422,04/19/18 09:10:00 AM,31.676,Heat,D
423,04/19/18 09:20:00 AM,31.676,Heat,D
424,04/19/18 09:30:00 AM,31.676,Heat,D
425,04/19/18 09:40:00 AM,31.676,Heat,D
426,04/19/18 09:50:00 AM,31.778,Heat,D
427,04/19/18 10:00:00 AM,31.778,Heat,D
428,04/19/18 10:10:00 AM,31.676,Heat,D
429,04/19/18 10:20:00 AM,31.778,Heat,D
430,04/19/18 10:30:00 AM,31.778,Heat,D
431,04/19/18 10:40:00 AM,31.778,Heat,D
432,04/19/18 10:50:00 AM,31.778,Heat,D
433,04/19/18 11:00:00 AM,31.778,Heat,D
434,04/19/18 11:10:00 AM,31.778,Heat,D
435,04/19/18 11:20:00 AM,31.778,Heat,D
436,04/19/18 11:30:00 AM,31.88,Heat,D
437,04/19/18 11:40:00 AM,31.778,Heat,D
438,04/19/18 11:50:00 AM,31.778,Heat,D
439,04/19/18 12:00:00 PM,31.88,Heat,D
440,04/19/18 12:10:00 PM,31.778,Heat,D
441,04/19/18 12:20:00 PM,31.778,Heat,D
442,04/19/18 12:30:00 PM,31.88,Heat,D
443,04/19/18 12:40:00 PM,31.778,Heat,D
444,04/19/18 12:50:00 PM,31.778,Heat,D
445,04/19/18 01:00:00 PM,31.778,Heat,D
446,04/19/18 01:10:00 PM,31.778,Heat,D
447,04/19/18 01:20:00 PM,31.676,Heat,D
448,04/19/18 01:30:00 PM,31.778,Heat,D
449,04/19/18 01:40:00 PM,31.778,Heat,D
450,04/19/18 01:50:00 PM,31.676,Heat,D
451,04/19/18 02:00:00 PM,31.676,Heat,D
452,04/19/18 02:10:00 PM,31.778,Heat,D
453,04/19/18 02:20:00 PM,31.778,Heat,D
454,04/19/18 02:30:00 PM,31.676,Heat,D
455,04/19/18 02:40:00 PM,31.676,Heat,D
456,04/19/18 02:50:00 PM,31.676,Heat,D
457,04/19/18 03:00:00 PM,31.676,Heat,D
458,04/19/18 03:10:00 PM,31.676,Heat,D
459,04/19/18 03:20:00 PM,31.676,Heat,D
460,04/19/18 03:30:00 PM,31.676,Heat,D
461,04/19/18 03:40:00 PM,31.574,Heat,D
462,04/19/18 03:50:00 PM,31.676,Heat,D
463,04/19/18 04:00:00 PM,31.676,Heat,D
464,04/19/18 04:10:00 PM,31.676,Heat,D
465,04/19/18 04:20:00 PM,31.676,Heat,D
466,04/19/18 04:30:00 PM,31.676,Heat,D
467,04/19/18 04:40:00 PM,31.778,Heat,D
468,04/19/18 04:50:00 PM,31.676,Heat,D
469,04/19/18 05:00:00 PM,31.778,Heat,D
470,04/19/18 05:10:00 PM,31.778,Heat,D
471,04/19/18 05:20:00 PM,31.778,Heat,D
472,04/19/18 05:30:00 PM,31.778,Heat,D
473,04/19/18 05:40:00 PM,31.574,Heat,D
474,04/19/18 05:50:00 PM,31.574,Heat,D
475,04/19/18 06:00:00 PM,31.472,Heat,D
