n,"Date Time, GMT-04:00",Temp,Treat,Rep
318,04/18/18 03:50:00 PM,32.807,Heat,E
319,04/18/18 04:00:00 PM,32.911,Heat,E
320,04/18/18 04:10:00 PM,32.807,Heat,E
321,04/18/18 04:20:00 PM,32.807,Heat,E
322,04/18/18 04:30:00 PM,32.911,Heat,E
323,04/18/18 04:40:00 PM,32.807,Heat,E
324,04/18/18 04:50:00 PM,32.807,Heat,E
325,04/18/18 05:00:00 PM,32.807,Heat,E
326,04/18/18 05:10:00 PM,32.807,Heat,E
327,04/18/18 05:20:00 PM,32.704,Heat,E
328,04/18/18 05:30:00 PM,32.807,Heat,E
329,04/18/18 05:40:00 PM,32.807,Heat,E
330,04/18/18 05:50:00 PM,32.704,Heat,E
331,04/18/18 06:00:00 PM,32.807,Heat,E
332,04/18/18 06:10:00 PM,32.807,Heat,E
333,04/18/18 06:20:00 PM,32.704,Heat,E
334,04/18/18 06:30:00 PM,32.807,Heat,E
335,04/18/18 06:40:00 PM,32.807,Heat,E
336,04/18/18 06:50:00 PM,32.704,Heat,E
337,04/18/18 07:00:00 PM,32.807,Heat,E
338,04/18/18 07:10:00 PM,32.807,Heat,E
339,04/18/18 07:20:00 PM,32.704,Heat,E
340,04/18/18 07:30:00 PM,32.807,Heat,E
341,04/18/18 07:40:00 PM,32.911,Heat,E
342,04/18/18 07:50:00 PM,32.807,Heat,E
343,04/18/18 08:00:00 PM,32.807,Heat,E
344,04/18/18 08:10:00 PM,32.911,Heat,E
345,04/18/18 08:20:00 PM,32.807,Heat,E
346,04/18/18 08:30:00 PM,32.807,Heat,E
347,04/18/18 08:40:00 PM,32.911,Heat,E
348,04/18/18 08:50:00 PM,32.807,Heat,E
349,04/18/18 09:00:00 PM,32.807,Heat,E
350,04/18/18 09:10:00 PM,32.911,Heat,E
351,04/18/18 09:20:00 PM,32.807,Heat,E
352,04/18/18 09:30:00 PM,32.807,Heat,E
353,04/18/18 09:40:00 PM,32.911,Heat,E
354,04/18/18 09:50:00 PM,32.807,Heat,E
355,04/18/18 10:00:00 PM,32.807,Heat,E
356,04/18/18 10:10:00 PM,32.911,Heat,E
357,04/18/18 10:20:00 PM,32.807,Heat,E
358,04/18/18 10:30:00 PM,32.807,Heat,E
359,04/18/18 10:40:00 PM,32.911,Heat,E
360,04/18/18 10:50:00 PM,32.911,Heat,E
361,04/18/18 11:00:00 PM,32.807,Heat,E
362,04/18/18 11:10:00 PM,32.911,Heat,E
363,04/18/18 11:20:00 PM,32.911,Heat,E
364,04/18/18 11:30:00 PM,32.807,Heat,E
365,04/18/18 11:40:00 PM,32.911,Heat,E
366,04/18/18 11:50:00 PM,32.911,Heat,E
367,04/19/18 12:00:00 AM,32.807,Heat,E
368,04/19/18 12:10:00 AM,32.911,Heat,E
